,Unnamed: 0,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
605,618,freearnabsavedemocracy,freearnabsavedemocracy,freearnabsavedemocrac y,free arnabsavedemocracy,freearnabsave democracy,f reearnabsavedemocracy,fr eearnabsavedemocracy,freearnabsavedemocra cy,freearnabsavedemoc racy,fre earnabsavedemocracy,freearnabsavedemocr acy,roman,230438,None,None,"[{""start"": 4, ""end"": 9, ""text"": ""arnab"", ""labels"": [""Named Entity""]}]",free arnab save democracy,1,1122,2021-12-16T15:56:43.596678Z,2021-12-16T15:56:43.596741Z,16.275,free arnab save democracy,free arnab save democracy,freearnabsavedemocracy,freearnabsave democracy,free arnabsave democracy,freear nabsave democracy,free arn ab save democracy,freearnab save democracy,free arnabsavedemocracy,freearn ab save democracy,free arnab savedemocracy
606,619,1yrofsrjaschefneil,1yrofsrjaschefneil,1yrofsrjaschefnei l,1 yrofsrjaschefneil,1yrofsrjaschefne il,1yrofsrjaschef neil,1yrofsrjaschefne i l,1yrofsrjaschefn e il,1yr ofsrjaschefneil,1yrofsrjaschefn eil,1y rofsrjaschefneil,roman,230437,None,Hashtag has named entities,"[{""start"": 5, ""end"": 10, ""text"": ""srjas"", ""labels"": [""Named Entity""]}, {""start"": 14, ""end"": 18, ""text"": ""neil"", ""labels"": [""Named Entity""]}]",1 yr of sr jas chef neil,1,1121,2021-12-16T15:56:24.297883Z,2021-12-16T15:56:24.297955Z,60.37,1 yr of sr jas chef neil,1 yr of srj as chef neil,1yr of srj as chefneil,1 yr of sr jas chef neil,1 yr of srj aschef neil,1 yr of sr j as chef neil,1 yr of srj as chefneil,1yr of srj as chef neil,1 yr of sr jas chefneil,1 yr of srj aschefneil,1 yr of srja schefneil
607,621,tysonvsjones,tysonvsjones,tysonvsjone s,tysonvsj ones,tysonvs jones,tyson vs jones,t ysonvsjones,tysonvsjon es,tyson vsjones,tysonvsjo nes,ty sonvsjones,roman,230435,$5,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""tyson"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 12, ""text"": ""jones"", ""labels"": [""Named Entity""]}]",tysonvsjones,1,1118,2021-12-16T15:53:45.690643Z,2021-12-16T15:53:45.690700Z,10.568,tyson vs jones,tyson vs jones,tyson vsjones,tysonvs jones,t yson vs jones,tysonvsjones,ty son vs jones,tys on vs jones,tysonv sjones,tys on vsjones,ty sonvs jones
608,622,bhartisingharrested,bhartisingharrested,bharti singh arrested,bhartisingharreste d,bhartisingharrest ed,bhartisingh arrested,b hartisingharrested,bhartisingharres ted,bhartisinghar rested,bhar tisingharrested,bharti singharrested,roman,230434,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""bharti"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 11, ""text"": ""singh"", ""labels"": [""Named Entity""]}]",bhartisingharrested,1,1119,2021-12-16T15:55:05.442620Z,2021-12-16T15:55:05.442685Z,14.736,bharti singh arrested,bharti singh arrested,bhart isingh arrested,bharti sin gh arrested,bh arti singh arrested,bharti singhar rested,bharti singh arrest ed,bhartisingh arrested,bharti sing h arrested,bhartisingharrested,bhartising h arrested
609,623,facebookindiabiasedhai,facebookindiabiasedhai,facebookindiabiasedha i,facebookindiabiased hai,facebookindiabiasedh ai,face bookindiabiasedhai,f acebookindiabiasedhai,facebook indiabiasedhai,fa cebookindiabiasedhai,facebookindiabiase dhai,fac ebookindiabiasedhai,roman,230433,None,"{""choices"": [""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 8, ""text"": ""facebook"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 13, ""text"": ""india"", ""labels"": [""Named Entity""]}]",facebook india biased hai,1,1117,2021-12-16T15:53:33.081259Z,2021-12-16T15:53:33.081306Z,36.737,facebook india biased hai,facebookindia biased hai,facebookindiabiasedhai,facebook indiabiasedhai,facebookindia bia sed hai,facebook india biasedha i,facebook india biased hai,facebook india biasedhai,facebookindia biasedhai,facebook india bia sed hai,facebook india biased ha i
610,624,mciwba,mciwba,mciwb a,mci wba,mciw ba,m ciwba,mc iwba,mci wb a,mc i wba,mciw b a,m c iwba,roman,230432,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""mci"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""wba"", ""labels"": [""Named Entity""]}]",mciwba,1,1116,2021-12-16T15:52:53.660314Z,2021-12-16T15:52:53.660377Z,9.226,mci wba,mciwba,mci wba,mciw ba,mc iw ba,m ci wba,m ciwba,mc iwba,mc iwb a,mc i wba,m ciw ba
611,625,cbidonttestourpatience4ssr,cbidonttestourpatience4ssr,cbidonttestourpatience4ss r,c bidonttestourpatience4ssr,cbidonttestourpatience4s sr,cb idonttestourpatience4ssr,cbidonttestourpatience4 ssr,cbi donttestourpatience4ssr,cbidonttestourpatience4s s r,c b idonttestourpatience4ssr,cbid onttestourpatience4ssr,roman,230431,None,Hashtag has named entities,"[{""start"": 23, ""end"": 26, ""text"": ""ssr"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 3, ""text"": ""cbi"", ""labels"": [""Named Entity""]}]",cbi dont test our patience 4 ssr,1,1115,2021-12-16T15:52:42.115737Z,2021-12-16T15:52:42.115782Z,27.602,cbi dont test our patience 4 ssr,cb i dont test our patience 4 ssr,cb i dont test our patience 4ssr,cbi dont test our patience4ssr,cb i dont test our patience4ssr,cbi dont test our patience 4ssr,cb i dont test our patience 4s sr,cbi dont test our patience 4 ssr,cbi dont test our patience4 ssr,cb i dont test our patience4 ssr,cb i dont test our patience4s sr
612,626,amitmalviya,amit malviya,amitmalviya,amitmalviy a,a mitmalviya,am itmalviya,amitmalvi ya,ami t malviya,ami tmalviya,am it malviya,a mit malviya,roman,230430,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""amit"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 11, ""text"": ""malviya"", ""labels"": [""Named Entity""]}]",amitmalviya,1,1114,2021-12-16T15:52:11.978396Z,2021-12-16T15:52:11.978448Z,9.244,amit malviya,amit malviya,ami tmalviya,a mitmalviya,ami t malviya,am it malviya,amitmalviya,amitm alviya,amit malvi ya,amit mal viya,a mit malviya
613,627,gupkaralliance,gupkaralliance,gupkar alliance,gupkarallianc e,gupkarallian ce,g upkaralliance,gu pkaralliance,gupkarallia nce,gup karalliance,gupkarallian c e,gupkaralli ance,roman,230429,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""gupkar"", ""labels"": [""Named Entity""]}]",gupkaralliance,1,1113,2021-12-16T15:52:00.581116Z,2021-12-16T15:52:00.581145Z,8.956,gupkar alliance,gupkar alliance,gupka ralliance,gup karalliance,gupka r alliance,gupkaralliance,gup kar alliance,g upkar alliance,gupk ar alliance,gu pkar alliance,g up kar alliance
614,628,carryminati,carryminati,carry minati,carryminat i,c arryminati,ca rryminati,car ryminati,carrymina ti,carrymin ati,carr yminati,carrymi nati,roman,230428,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""carry"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""minati"", ""labels"": [""Named Entity""]}]",carryminati,1,1112,2021-12-16T15:51:48.626664Z,2021-12-16T15:51:48.626726Z,10.168,carry minati,carryminati,carry min at i,carry mina ti,carry minat i,carry min ati,carrym inati,carry minati,car ryminati,carry m inati,carrymi nati
615,629,weloveyousumellika,weloveyousumellika,weloveyousumellik a,weloveyousumelli ka,we loveyousumellika,w eloveyousumellika,wel oveyousumellika,weloveyousumel lika,weloveyousumell ika,weloveyousumelli k a,welo veyousumellika,roman,230427,None,Hashtag has named entities,"[{""start"": 9, ""end"": 18, ""text"": ""sumellika"", ""labels"": [""Named Entity""]}]",we love you sumellika,1,1111,2021-12-16T15:51:35.765268Z,2021-12-16T15:51:35.765332Z,20.688,we love you sumellika,we love you sumellika,we love yousu mellika,we love you su me llika,we love you sumell ika,we love you su mellika,we love you s u mellika,we love you sum ellika,we love yous u mellika,we love you sume llika,we loveyou sumellika
616,630,hbdnayanthara,hbdnayanthara,hbdnayanthar a,hbd nayanthara,h bdnayanthara,hbdnayantha ra,hbdnayanth ara,hbdnayant hara,hb dnayanthara,hbdnayan thara,hbdnayantha r a,roman,230426,$3,Hashtag has named entities,"[{""start"": 3, ""end"": 13, ""text"": ""nayanthara"", ""labels"": [""Named Entity""]}]",hbdnayanthara,1,1110,2021-12-16T15:51:12.666066Z,2021-12-16T15:51:12.666126Z,7.679,hbd nayanthara,hbdnayanthara,hbd nayanthara,hb dnayanthara,hb dna yanthara,hbd na yanthara,hbdnay anthara,hbd nayan thara,hbdna yanthara,h bdnayanthara,hbd nay anthara
617,631,disneyplushotstarmultiplex,disneyplushotstarmultiplex,disneyplushotstarmultiple x,di sneyplushotstarmultiplex,d isneyplushotstarmultiplex,disneyplushotstarmultipl ex,dis neyplushotstarmultiplex,disneyplushotstar multiplex,disneyplushotstarmultip lex,disney plushotstarmultiplex,disneyplushotstarmulti plex,roman,230425,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""disney"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 10, ""text"": ""plus"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 17, ""text"": ""hotstar"", ""labels"": [""Named Entity""]}]",disney plus hotstar multiplex,1,1109,2021-12-16T15:51:02.527080Z,2021-12-16T15:51:02.527123Z,55.883,disney plus hotstar multiplex,disneyplus hotstar multiplex,disney plus hotstar multiple x,disneyplus hot star multiplex,disneyplus hotstar multiple x,disneyplushotstar multiplex,disney plus hotstar multiplex,disney plus hot star multiplex,disney plus hot star multiple x,disney plushot star multiplex,disney plush otstar multiplex
618,632,dmkforfarmers,dmkforfarmers,dmk for farmers,dmkforfarmer s,d mkforfarmers,dmkfor farmers,dmkforfarme rs,dmk for farmer s,dm kforfarmers,dmk forfarmers,dmkforfar mers,roman,230424,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""dmk"", ""labels"": [""Named Entity""]}]",dmkforfarmers,1,1108,2021-12-16T15:50:04.388452Z,2021-12-16T15:50:04.388514Z,7.04,dmk for farmers,dmk for farmers,dm k for farmers,dmkf or farmers,d mkfor farmers,d m k for farmers,dmkfor farmers,d mk for farmers,dmkforfarmers,dm kfor farmers,dm k forfarmers
619,633,godmorningtuesday,godmorningtuesday,godmorningtuesda y,godmorningtues day,god morning tuesday,go dmorningtuesday,god morningtuesday,g odmorningtuesday,godmorning tuesday,godmorningtuesd ay,godmorningtue s day,roman,230423,$4,None,None,godmorningtuesday,1,1107,2021-12-16T15:49:55.256661Z,2021-12-16T15:49:55.256723Z,5.56,god morning tuesday,god morningtuesday,god morning tuesday,godmorning tuesday,g od morningtuesday,go dmorningtuesday,godmorningtuesday,go d morningtuesday,g odmorningtuesday,g od morning tuesday,go d morning tuesday
620,634,sugathakumari,sugathakumari,sugathakumar i,sugatha kumari,s ugathakumari,su gathakumari,sugathakuma ri,sugathaku mari,sugathakum ari,sugatha kumar i,suga thakumari,roman,230422,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""sugatha"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 13, ""text"": ""kumari"", ""labels"": [""Named Entity""]}]",sugathakumari,1,1106,2021-12-16T15:49:45.318965Z,2021-12-16T15:49:45.319026Z,10.361,sugatha kumari,sugathakumari,sugathakumar i,sugatha kumar i,su gatha kumari,suga thakumari,sugatha kumari,sugath akumari,su gathakumari,sugat hakumari,s ugathakumari
621,635,malluarjuntributesong,malluarjuntributesong,malluarjuntribute song,m alluarjuntributesong,malluarjuntributeson g,ma lluarjuntributesong,malluarjuntributeso ng,mall uarjuntributesong,malluarjuntributes ong,mal luarjuntributesong,mallu arjuntributesong,roman,230421,None,"{""choices"": [""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 5, ""end"": 10, ""text"": ""arjun"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""mallu"", ""labels"": [""Named Entity""]}]",mallu arjun tribute song,1,1105,2021-12-16T15:49:31.037904Z,2021-12-16T15:49:31.037959Z,82.436,mallu arjun tribute song,malluarjun tribute song,mallu arjun tribute song,malluar jun tribute song,mal luar jun tribute song,mal luarjun tribute song,mallua rjun tribute song,mallua r jun tribute song,mall uarjun tribute song,mall u arjun tribute song,mall uar jun tribute song
622,636,chakra,chakra,chak ra,chakr a,c hakra,cha kra,ch akra,chak r a,ch a kra,c ha kra,cha kr a,roman,230420,$1,Hashtag has a mix of english and hindi tokens,None,chakra,1,1104,2021-12-16T15:47:57.581283Z,2021-12-16T15:47:57.581337Z,3.378,chakra,chakra,cha kra,c hakra,ch ak ra,ch a kra,chak ra,ch akra,chak r a,ch a k ra,cha k ra
623,640,indianidol2020,indianidol2020,indian idol 2020,in dianidol2020,indianidol20 20,i ndianidol2020,indianidol202 0,indianidol 2020,india nidol2020,indian idol2020,ind ianidol2020,roman,230416,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""indian"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 10, ""text"": ""idol"", ""labels"": [""Named Entity""]}]",indianidol2020,1,1100,2021-12-16T15:47:02.148051Z,2021-12-16T15:47:02.148112Z,22.992,indian idol 2020,indianidol 2020,indian idol2020,indian idol 20 20,indianidol 202 0,india nidol2020,indian idol 2020,indianidol2020,indianidol 20 20,india nidol 2020,indian idol 20 2 0
624,641,myntragamezonegetsbigger,myntragamezonegetsbigger,myntragamezonegetsbigge r,m yntragamezonegetsbigger,myntragamezonegetsbigg er,my ntragamezonegetsbigger,myntragamezonegets bigger,myntragamezonegetsbig ger,myntra gamezonegetsbigger,myntragamezonegetsbigg e r,myn tragamezonegetsbigger,roman,230415,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",myntra game zone gets bigger,1,1099,2021-12-16T15:46:37.015889Z,2021-12-16T15:46:37.015936Z,18.898,myntra game zone gets bigger,myntra game zone gets bigger,myntragamezone gets bigger,myntra gamezonegetsbigger,myntragamezone getsbigger,myntra gamezone getsbigger,myntra gamezone gets bigger,myntragame zone gets bigger,myntra gamezonegets bigger,myntragamezonegetsbigger,myntra gamez one gets bigger
625,644,infraboost4telangana,infraboost4telangana,infraboost4telangan a,in fraboost4telangana,infraboost4telanga na,i nfraboost4telangana,infraboost4telang ana,infraboost4telan gana,infraboost4 telangana,inf raboost4telangana,infra boost4telangana,roman,230412,None,Hashtag has named entities,"[{""start"": 11, ""end"": 20, ""text"": ""telangana"", ""labels"": [""Named Entity""]}]",infra boost 4 stelangana,1,1096,2021-12-16T15:45:42.096244Z,2021-12-16T15:45:42.096288Z,23.622,infra boost 4 telangana,infra boost4telangana,infra boost 4 telangana,infra boost4te langana,in fraboost4telangana,infra boost 4telangana,infraboost 4 telangana,infra boost4 telangana,infraboost4telangana,infraboost4 telangana,in fraboost4 telangana
626,645,khetibachao,khetibachao,khetibacha o,kheti bachao,k hetibachao,khetibach ao,khetiba chao,khetibac hao,khet ibachao,kh etibachao,khe tibachao,roman,230411,$3,Hashtag has a mix of english and hindi tokens,None,khetibachao,1,1095,2021-12-16T15:45:15.665875Z,2021-12-16T15:45:15.665937Z,5.432,kheti bachao,khetibachao,kheti ba chao,khetiba chao,kheti bacha o,khet iba chao,kheti bachao,khet ibachao,kh etibachao,khet i ba chao,khetibacha o
627,646,brexit,brexit,br exit,brex it,b r exit,b rexit,brexi t,bre xit,b rex it,bre x it,brex i t,roman,230410,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""brexit"", ""labels"": [""Named Entity""]}]",brexit,1,1094,2021-12-16T15:45:07.920194Z,2021-12-16T15:45:07.920244Z,8.431,brexit,brexit,brexi t,b rex it,b re x it,br exit,brex it,b rexit,b r exit,bre xit,bre x it
628,647,wipro,wipro,wi pro,wipr o,wip ro,w i pro,w ipro,wip r o,wi p r o,w ipr o,w ip ro,roman,230409,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""wipro"", ""labels"": [""Named Entity""]}]",wipro,1,1093,2021-12-16T15:44:57.035903Z,2021-12-16T15:44:57.035958Z,4.904,wipro,wipro,w ipro,w i pr o,w i p ro,wip ro,wi pro,w i pro,w ip ro,wi pr o,wip r o
629,648,buzzegabowler,buzzegabowler,buzzegabowle r,buzzegabowl er,b uzzegabowler,buzzega bowler,bu zzegabowler,buzz egabowler,buzzegabow ler,buz zegabowler,buzzegabowl e r,roman,230407,$5,Hashtag has a mix of english and hindi tokens,None,buzzegabowler,1,1091,2021-12-16T15:44:33.581061Z,2021-12-16T15:44:33.581111Z,27.364,buzzega bowler,buzz egabowler,buzzegabowler,buzz eg a bowler,buzze gabowler,buzz e gabowler,buz zega bowler,buzzega bowler,buzz ega bowler,buzz eg abowler,buzz e g a bowler
630,650,kyaseekha,kyaseekha,kyaseekh a,kyaseek ha,kya seekha,k yaseekha,kyasee kha,kya see kha,kya seek ha,ky aseekha,kya se ek ha,roman,230404,$4,Hashtag has a mix of english and hindi tokens,None,kyaseekha,1,1054,2021-12-14T05:20:46.289933Z,2021-12-14T05:20:46.289980Z,5.505,kya seekha,kyaseekha,kya see kha,kya seek ha,ky a see kha,ky as eekha,kya seekha,kyas eekha,k ya see kha,kyaseek ha,k yaseekha
631,651,thankscmeps,thankscmeps,thankscmep s,than kscmeps,t hankscmeps,tha nkscmeps,thanks cmeps,thanks cm eps,thankscme ps,thank scmeps,thankscm eps,roman,230403,$7,Hashtag has named entities,"[{""start"": 8, ""end"": 11, ""text"": ""eps"", ""labels"": [""Named Entity""]}]",thankscmeps,1,1053,2021-12-14T05:20:38.956275Z,2021-12-14T05:20:38.956322Z,32.4,thanks cm eps,thanks cmeps,thanks c meps,thanks c me ps,thank scmeps,thankscmeps,thanks cm eps,thankscm eps,thanks cme ps,thanks cmep s,thanksc meps
632,652,tgi2021,tgi2021,tgi 2021,tgi202 1,tgi20 21,t gi2021,tg i2021,tgi 20 21,tgi2 021,tgi20 2 1,tg i 2021,roman,230402,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""tgi"", ""labels"": [""Named Entity""]}]",tgi2021,1,1052,2021-12-14T05:20:04.302977Z,2021-12-14T05:20:04.303023Z,24.466,tgi 2021,tgi2021,tgi 2021,tgi 202 1,tgi2 021,tgi202 1,t gi 2021,tgi 20 21,tgi2 0 2 1,t gi2021,tg i2021
633,653,arya32,arya32,arya 32,arya3 2,arya 3 2,a rya32,ary a32,ar ya32,ary a 32,a rya 32,ar y a32,roman,230401,$2,None,"[{""start"": 0, ""end"": 4, ""text"": ""arya"", ""labels"": [""Named Entity""]}]",arya32,1,1051,2021-12-14T05:19:38.028339Z,2021-12-14T05:19:38.028383Z,22.518,arya 32,arya32,arya 3 2,ary a32,ary a 32,ary a 3 2,a rya32,arya 32,arya3 2,ary a3 2,a rya 3 2
634,656,sidnaazinpunjab,sidnaazinpunjab,sidnaazinpunj ab,sidnaazinpunja b,sidnaazinpun jab,s idnaazinpunjab,sidnaazin punjab,si dnaazinpunjab,sid naazinpunjab,sidnaaz in punjab,sidnaazinpunj a b,roman,230398,None,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""sid"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 7, ""text"": ""naaz"", ""labels"": [""Named Entity""]}]",sid naaz in punjab,1,1048,2021-12-14T05:18:40.321961Z,2021-12-14T05:18:40.322012Z,30.36,sid naaz in punjab,sidnaaz in punjab,sidnaazin punjab,sidna azin punjab,sidna azinpunjab,s idnaazin punjab,sidnaazinpunjab,sidna az in punjab,sidnaaz inpunjab,s idnaaz in punjab,s idnaazinpunjab
635,657,thanksdrbrambedkar,thanksdrbrambedkar,thanks dr br ambedkar,thanks dr b r ambedkar,thanks dr brambedkar,thanks drbrambedkar,thanks drbr ambedkar,thanksdrbrambed kar,than ksdrbrambedkar,thanksdrbrambedka r,t hanksdrbrambedkar,roman,230397,$2,Hashtag has named entities,"[{""start"": 8, ""end"": 10, ""text"": ""br"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 18, ""text"": ""ambedkar"", ""labels"": [""Named Entity""]}]",thanksdrbrambedkar,1,1047,2021-12-14T05:18:08.277596Z,2021-12-14T05:18:08.277646Z,36.45,thanks dr br ambedkar,thanks drbr ambedkar,thanks dr br ambedkar,thanksdrbr ambedkar,thanks dr b r ambedkar,thanks dr brambedkar,thanksdrbrambedkar,thanks drb r ambedkar,thanks drbrambedkar,thanks drbrambe dkar,thanks drb rambedkar
636,659,khalsa,khalsa,khals a,khal sa,kha l sa,k halsa,kha lsa,kh alsa,khal s a,kha l s a,k ha lsa,roman,230395,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""khalsa"", ""labels"": [""Named Entity""]}]",khalsa,1,1045,2021-12-14T05:17:17.266512Z,2021-12-14T05:17:17.266558Z,4.55,khalsa,khalsa,k halsa,khals a,khal s a,k hal s a,khal sa,kh alsa,kha lsa,k hal sa,kh a lsa
637,660,uppena,uppena,up pena,up pe na,uppe na,uppen a,up pen a,upp ena,upp e na,u p pe na,u p pena,roman,230394,$1,None,"[{""start"": 0, ""end"": 6, ""text"": ""uppena"", ""labels"": [""Named Entity""]}]",uppena,1,1044,2021-12-14T05:17:10.971451Z,2021-12-14T05:17:10.971501Z,3.182,uppena,uppena,uppen a,up pen a,u ppena,u p pena,up pena,uppe na,upp ena,upp e n a,upp e na
